id,prompt,answer,reference_steps,canary
126,cHV8cK309WOtvMyu6M3E68iq+/qgmMSi7Pq2ms9iYHR1t5n1ZMbMxHN7qLfxosLQxtn+pd71oJeThu7ejs71xcjErPyjnNjjitvoyuvig+bUgsrSi9il2puL1IKf06+I3YyogpbC17+KyYzr3Iut3dy5gauh0+KO09iw1bP4hojmofbpofbFutaUrNzio6DOr9XRq92dpurLo8SnpP32oO/kxd37xOjGp/z5x87BvOypqeD5rvXKy67ljtLtmsa5oPrOorb/hc7OhPKprcf9l8jLhODvjaKj3ZCY34uF0bqF1aHJydqy1IGl292n,pPvApfHOp8T7ydP6t8GqtfrlsfTOye3LsMbXz/3KuMbgu6DDtLrUqPnDqJXjoeHyxcnXo/XGdBcQV0xfWENJz/vcqsSr,c2tupevNpubpxf3ysc6QtcDfsufPxtnzv9Lmz/3ct+Tvt47bu4/1qfj6q6/koeDuxvHAqvDNo7iQivbVa0BXAKH2yaOU2ofg3Yr8g6zK6J/v6YbTzY2DqN2eld2ri9yaqNWv4cjMlNWWm9L5l9uumIi05icLGEXTjMXRjJ6CwbCl8eyry+yo0snP+M2z4I625tWz2sPH5eW/58rH2v6zxcu0kuu3mNql4seoo9Gq5M7IzO+lycyitKSH2eSHx87E/vOswrmX3u1fWlgZaVRcQWOK3fuA6KY40L6y0rK104ik1JL/wt2oOlBZQBFLCQIWFkMTA0xeAERWElNFHQcMHywgOTAMKDUzIkwbJzszVzI6Kwp+dRJ9fWZ2aw==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
127,p9nmpPXapNf74vOp3f/J6NCm0sChhcmg+fm0nNWz0MSm6Iam7JCS+6Tz3cjE7b3Rq6v296/y0cm654bv35vjnqDB/KGdyYrL3IvXnaP/4ZXq0YXJ3oeRvtOtud6Ktt22nduX1MXegtiXiNP1jdaQiIS80sqxsYO9t4eqn9b/39Xs86nZzKjU1K+Y3qbu68Xu3ajcy6CYxKPO5baax7/syantuajQiLf266zztbPM37OM46r0yafeqMf55YrZyZ2a/bDM6Mfi5oDp2Y+524DcxLfe3Jbb5smOv9iqvPCB3ZyZ1a/JyOS516Kp0eaC1LmmhI3QyYOLgq+Ph4GZ197k1ebfq/PZqPjmpJzb,c3J5pvH5,c2tupevNpubpxev9sv20t/DBsfT/xvLRufnex+D+tevbtbT0tp3hqPnzraDed2hlEqzOx6byycuo1Ybn5pfinaL7/6CYwoXb4IbzkE5XS1C0xM+XzfIfAgQD1YOG0Yq70KiEg7jn1oiiyo7L3Y643uizgJWC1eW+0Ny40qjZh6XEofbZrenmtvGIoP30pIXUq8/eRncObqL367eO27f86aXqoKjIprPMy6Ddobzy97CZxKr2wK3FpcTb2orbyJyl67Hx/sj04YDQ1I6C0IDV5LTs2J3f5Mi1j9akpdePgNGOjghRFFXXiYwnAE8Y1Y65hoDGyYS8jK6xoIHemsiEpu2gy8ityvu137+h+OClm+6s9+99fRd/oO/xWBF4Z2FocGUZdXMdcH12fm7F7fF4XsXAzKTJzaKTsYTK947O4yovIT00U0JNSgwCAUYhSwcROgEUXAAHQB1cRVVXHQQEBAccDFIVVQ1WSkJZLFdXWFUECQhIVVsEa14MWl5dD2hYNjE+MHJibjAqSS8keiNBOiw6ey8rTWEsIiA/D6bu3qDa78XU1cTo1qTt6cTu7bzogKrry2Z/fRYSVFZYV3gRVDMlOn4PVw8KGAoNAyAKEBIyC08RDAUCQUBTWl9RQhsHBQEOUR1YAx8=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
128,pv3Op/XApNXxx9Desd2Itvb4sNf5x+nUv9/Ux9vUts/UupXFto7mqcnSqp3IosLQxPTrqcTPoZSshPXxifDvx+v5rMmhnNrlit7lyfzfgcjojcbghPKp2oGT1a+00o2T0oK0gpXM3Yy0xYTp3bud3duygJW40cK539ey3rT1ip7jouDUrcjtt/evp8HWqZ/KrPf/qcGMq/nZoeqNpNzVoNH5x9vXxsX8pOTZz+jJvOyup/j/rNPex5vniOnwlsGgo+7qoJjVhf/qhfe9oN3Plv/Ch8bRjrCC0LaK3oiM07yc1KPiyOaI16yy0diM15aEhYzky5iBhrS1ipmS197Y18vsq9/gqfnErLXIp8nuxOvlp/fno53Uo/r7vZzNtOvTpO+zp8SWt9bFrvO6sunmsrX/q+HeqN2Bxcf7i9HjlpzY,dXB+c67+1LvIrg==,c2tupevNpubpx+Xvse+6t/HpsNzJxPb/tcXYxfHft87Wu7LwurLhr8HCoZzYovn6xeHUpPzKrKmxhN7VhPL0xcL5rPivnNrfjOP0GnaD1uW27fiQ4/UnABsR1pmy0YCX0pKXg4P717eCyqD+3YqZ3dqJgJWCB1wDBYePg9zY7tT60avf4Kn5xKy1yKfJ7sTr5af356Od1KP6+7W6xbfAxqfKv6Xrmrnx0aHwnrHD3V4TrM7Nr+3FyZTBhs/Pl9e6oOjToozGhPDehsW6oN3fR2ZVUZTQ/cSxuzvVtbDetLbaj6NsRRVGQEsXG05aUkRSBBoGTFFSEBpUDVsYWhAHXW2g/syvxta72ZGt0+VuEmB8e2x1dhBxIyR4M0wgNDQsL1hINSdQI3ZuZixBPS49ekIuJyg8YCZBTUwIGgQfVhd1s/rRxfD7SldVWxx3V28YJxERAVlHAlBUWFtfHFRVXFFGFwVCDB1ZTEhZTtGOvdznsYCVufTS3Yry3omNgeS1bXZ7c3l+cGJoGE5zZHEWtvH7YqrYqHx1sNL3z/3ctd78u7nEu5bjpMDdqZr+oObfxejaqdjWoZK6hs/NhMr6z/vZoPmwkNzbi+XtyN/FgNTnjMDEheyi15GW1bKb0aS20KKhj4TN1bmBy7/o0Y690cOfg4u53tCv09q/0q/ejYzOoPf1r/DbtOeec3RkccfC1qr256KT26zVy72cyWG3+8+3pcK0mvap0cF/DmZwv8W+qu3nr/3Qx6PtjtLo,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
129,p/3gpcDcp9v1xtjtsPiGvPTVX2FkxeDGsN39xPnQttntt5DOu4/ko/3Fq7DZoNDDyP7Iq9rtEWFwUVRea19ZxenWrMOan+vtifnsy+jEgMnnit3+h9Wx2rW02LSF04qi3ZyDjpn814Csy6Lm3Z6L3MSibgAY08u30Piy0474irDHdXim8fmk/OjF/MKx8aG05Ns=,ocXEp/DNp/PixP7KscSotvTvs8Xox9TBs8LkxtzQtuTJsaDK,c2tupdjRpubpyPXHs9KDYX1/sNzJxcPQufnex+zLucXIt6f7tqXmqPnkqbrQoOjbyOD6qPTSoL2haVNAQZXUu67VwKGnwora94fStqHV6pj80YXKzoeRvtGMrNKys9y7gtaH8cXetdiXl9zVpdadrYei48iVkICRoYWss9fZ/tXRxERwZm2m8+XF6tuw/Ly7yMpleqGZ+qDmxLWM1bfKwaXvvKT9lrXDy63zvLHW2bucx6fl5av1usXm6oj33Zaczl99agCQzMSJzf/J+fmN8NaN78WGzbvXjIXUgY/ZiL0NAdzfmY6OudeRuIaVqMS56NHjl9C40tGS9NO+voDasKf8+qTSyaXv18XXwF50DnOv7vup6rqq/PCi462kwN2i5uLE+enD0Mal8c7G9ey87quqy8Ss8uXIqc+G9OWX/pahyMmigfCB5eU=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
130,p/3gpcDcp9v1xPzlsc6Fu+fYuvDIyOHSsOjex9vUtPjduqDEtaDQqf78pp/TrNr3xPLDqc/XoKmai97pg/LlxePyoP2vkcH7i+bGy8jKgPX4jcLmgeiw1a+12JWl0o6P2o+1jpL51KuGyY3k3buG3PqqgYOO0ceE0uqG0rfbh53SrOv8ruD6scuirO7Dp43fr9XRpea4qd74oN2Kp8zZofnSxPn5xf3brvXCxOzLsN+vp/Pwq87Zyp3lh+relsOarsD2oJn9gOXzhPKpoNj5lcDkhcrYgY+q0qqI37eF17W324b/ydmW1beI3M6v1qughY7qyJa/gI6xhY2d1tjz18rzq+3BqufWrpH1qdPrx/jDptfvoJjOoO/xvZzNtOjhpN2FpMOktcrYrfSmsP38s4fCqvTEq9Wix/nli+vanqnutsnG,p8Drpfr+qc31xPzMsvOBvPTDs8HnyMPqs8DGydTvt9He,c2tupevNpubpwsTdseWHuvHAvO/axcvrsMn9xcT7uObVsKDcvJzcqf/eqb/xrffxyODZqPP0o7aPhfzghuvEKnV7aaOB1ofL9IvHuqLI6ZTu+Yny5oyViNC3qdKNsde1v9adz8v9mda4rdL8ttS0hIK07864vI2znYaMm9vR1tXnzKvGwKjP7a6yy6fUwcTp3KjM8qGN2abWzrW6xbbN2abGi0tgDnCq4smplPah4O/J7dao9u+jr4+M3eKG09fF6c+h67eez+mK29PE5v2ByN2H4e6H0IDVkrrSuq/UtKnTq7eAsenQsKXKmejfqJXc5IduGRYWg5e3hYKV1MXM1ezfq+3BqPvUrJvupOjQx9v+qvvFo4bKoOf0uqfrt/vOqNCDpOqUv/DNrfaascD0saXMeXl+q/yaKlZPTofR+cfz96/ZvJ/2zllWX8j90YLq14HZ8ofQh9eYptiVpd+WrdKpvYKQ/dejucKI7d66k9zphIetstD5vNTivT0FSkLZ2sCm7POoxPqjj9Ou6M3G2vaq3fytgtqt19GwoN211eCn4JOpzJ609Myv/IG7+dSyreymwearwLrJ9t6J9e2boNqwz93EwuSN8d2LrcWA4OS33cWVxOXIuJ3WuZM407u33bO6gZDw1Zuhwoj7MltZTRFHXgIXQRJDGRFZQh4dF15sJiBsGTgkIDIOJTIkOR8nMT8wcTRPKyhnYztEfGNgc3Bm,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
131,pM7DpdnJp83bycfptsG8ttPUsOjjxd7IvtTFwsHNt9H0uofHtqn3q9vNpp/TovDfxPfjo/XCorqRh9vghNbXyODTrPSmkNfhh+T5y8/NgsvKgdv0hueL1o2x1bOV0Y+x2o+1jqrV1o2Hy6jN3bqK0dSwjaqp0fqZ0N6M2I/oh5/+o/LXrdbhususosXwp6T3rPfYqf2TrcXUrf2XqMf+qv3eycPwydPkqcf5xerSsOGkpsndrtTBybTWicnnl/CHodzJoY/Bh9/6huayrPTyl8nhht7PjJe+0Lyx3oq/0a6r1qL4yvqc1piq3cOg1bWWhY/kyYG+ioio,quDxpsbvqfz7xeLYvO6tusjVs8TLyOHotcXSx8jxtP34tprsu6njqtr7po3yrdLnxfDN,c2tupcHepO7LxvHOvOaottHnuvDIxtHgsMzsxdrLteHmt7DMu7HHRnNnbsbL4L7dnqrV16zq4suw7on/9lKRlcO8ztXEwO+N2NBIyMHWjOT9jc7/aVsDEtO4jt+6htCNj9uc2cvZitiWndvdtNaUj4e92siwhoOpn4SCttbL3tb+0avY6Kn56K6E6qnzx8fJzKbH/aOb16Hsw7Wa47b1+afwhqTah7f3xaHOrLD91bKb7kR4Z26jvryE1cyGyNvG4umv5oac28OI/8QncUtFltrbhPrTj4GeBwLVoazRrrHTk76Pj/k=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
132,qur5qt/jru7REnRzYGHF6vyq79mgmMSjzuW1usW06MWo0Yim0I252+ms1Z2w//+xnf6pxc6q/ovFxtKI4dWdmP2x8f/I3uONyfGApPaK2fy24NeW28XLrrzViLrXj6HTrZze5YaGr7DdoIOEt6LKo+XRwZ7cjt7ckPDTq5uM6q6nyv6n8Men/8fF0PC7/ay2x/+x9M/F09Wx2NLE+dC16vi0j8y2heOk5suqnMOm2NbI4Pml3uCip6eH2cOI8NrE+tis9K+dx9aLzsHK3uGM1eOD3eaL6KjXuprUgbLSjb3Qo7SDgPbdjKc=,pN7wpc3Yp/DO,c2tupdjRpubpEnRzYKSZ56/V0anhk6jF8aLGlaTt4U9zfACn2p61xPGs6rq9xvCyj9um8sqpxIXH+eWB3f6fj9Ow78bH3cqD5tyBltWMzNxzhuH4hs2Q1o2t2J+N1bS+PwAXRsnZstSArdL+ndSxso6I6Mi3p4K6h4G2vdbB39T62abm967B2ay6wKTd5sbQzanJxaOM6KDGzbqGwLbhx6bIpEtnDnCq3uypvN+j5MDF3tak6OagkLeG6d6G3+3G5t0=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
133,pM3kq8/+psnlxc3Mu/2sttTnsMnsx97Gs/3QxcHsttnBu4vZtLrUqPvdq47ioeDexffMq93RoqeJhevuh+7WxcL5rMuYnNrIgd/kyNfPgcjTgM/Ehu2B17qJ1aaa07GD0J2hgLvY1Y2pyp/436mp3sGggaKp0cuV0NiJ3pLRi63gofbJrcXWt8yao9vQpZjartPKqPyUq//crMqWp/7lrODrx9r9xszMpO3Uz+javfqjqcXpr9LMy4T5hN7wlsGKo+3Aorzni8TXhPODq9n6,CComLTsiL3JtAA4uPC9TPCZveGxwEA==,c2tupdjRpubpADAuJGFGOj4qdTwxQiIsNSkrAC05IzEkNgAjOk8kKSIhIE84Kj8tACwhITkvK0dFEEEMGFIUQTU+LDAAGwMVBxcJQS0fBAQ6Cg94UUYN1beI1b2J0Ymk3JKMjpL617WdDVwVTENeA04bB0JVRgRaXgdFWlIWCVU2Ji8zZi4uP2RQLCAmLEEwLTohJSdBIjZ5KTNSJjUjMUMiSCAhTTEvJDw6STckNHlDICM8KCAsS1NOAxdMHxhSLDA9aUMZEkpkUEYNo+fcldTeQSACBkZbW1YQWEsWV1RBVl4JXwhXQxgAFDFQUl9UAFcBWExfBlVbETwDHUSEufygxvNoGS4iaxVkDDUzSzY8bxYtNACp39Kg14yk3+hPdHwAqf2fudvvr+GvsevusaXjq8Pxqd+qxc35iPfLnp3WsuLdz8TugNfVjqT6gO3AczUIAgYERFxQ3oyy1Zag0Lqi3siMhoiP15G9h7ClDWtHcIuRsNHFoNLtp9iP7YWr+qDL8KHs9LvWgk53emHG2vaq3fyiqc6jysy3hMW06sthsKDdGmkZqt3WqpjgoOLews/To/XGFUZBEAROKDswz/vcoNyWnszQifnsxOXcguv9g+nki+WC1byYOg0cFtOOqtuXx8vOvdWWm9HklNaigYWMycicsoGOuUJ/fnpEhKzdofb3rffLu9OWou/hprrXoe7sq9+OqNDmrNWvS2h+ZaTipqXptLXi96zLjLHK4LCZxKfb/anfqgAqKCdBlOW/rvTwo7vWhPDeiu+irNr+mPLph933gJOxPwgeGtS/itCyid/tiIeuuRhkfSgY1bGmhYzQyIK8jJWOha2Z1fHS2cXKqN/IqOXIrLrAqNbixf3+qtDgoa/2qurJt5n3uP71pO+1pNaWttnxoMmv,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
134,peLfpsDWp8/0xfjBstyftNLLsMXJxPbFs+H7z/3cEa3D88X50cXQ8KfVzsn/3b/OpKfE467HwsaO3YnAwJf8jKLa8auc9Ifg2IfTo6Lt9Zf47oT604yVuNCJsty7ttOhndSj4sv2hNmvmdvdtNWCrYmB08i9gI22loaNgNff7Nfu6ar7yKvt86yKxab09RFjeKrQz6Go/qL66baYwbb85Kb4oabzlGJ8cazLo7LM2LO056nWzajSmMn01YHd+pGi5rHy88n/5YDh9Y2kyYDB/bX44pTLyciOut6Ms92KuNKui9zRg4WItt2qlIWAmcul6Q==,c3F+p/Dnp87D,c2tupdjRpubpxfrWs96FvPTDsuvVxcbesNjtEnFhaaD45hanz6hhf6fe68Xoxb7Jn0V8Yml8dR8ZhtjaV5TlqHZnr9OFl97pL4vqjKHd55XT2Yfu44GGqtKrtNK4mdO8stuX2MXPk9W9gdHugNW1loeF48SZgIKTpoS8t9zY6gVydWWn8vKk18jP+Mi7/ai2x+W8zN7I8cKx+MPJ4OW21d21lOO2r/+kwvSqnM6g5sPFyPSr5Nqjj6iL0MSE2vjIxfSt/52X3uxkUEYNotTimfLThtXyjqey07mg3Zm90I+7AQlWH4SLhA3LqOkyBwMZh4XjxJmAgpOmhLy3AVRTBqf8+nJ4q93ar5jOpOzDKmZmb7P9w8nv87Hiw8bL0LT+z7So0bSL26nJ+aqY3qDg1sfb5qjzyHQaxdrVW4XK08bb3UNyDliE1OmKyZujwvSW2eWJ8MKMloXSnZzeirbSmZTUk+fKwYYBCB3R5LvVtZZTBFUb3Y/RBQaEqr85U0wQpPTJqun7pvXaxs7BvMOBt/P4suDoxPbFsOnzx+vRt+X1YBBxtqXTqtnmfBBlfL3tlHeo0MFEfQAAhdDpiNPPx+DEr86gkODEitjfyf/rgtrSgsHGUlgd17Cy1bKC0Z600pONVB1R17W7yqDJ3ImrC4SN0BTcjs/Sq+o8Dh1EUwSn/Pp2rPXrtNeoq/3Yp4/Heqrs+H3E9u+w2drP/dy33vm3l++3mtZ9dXmqmP6jxNw=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
135,p9nmpsbLpOv/yOv7vPW9tvjbsOnSxPboufnext3ZtcLht5n1tLrUpO7zppTJoOjAx9vRq9nIoIOGhen4hP7CxerzrOG2nfLpiPTey8rtgcrbgdv0h9Ck1o2b1ICI1bS30K+RjpL41oqjyI3V3IiQ3dmZi5G00/ae0tuC0avLhojLofbpoMP2t+62rMHRqKPurtLwpMOKqv/YoMKspejQofn4xdruxf76rvXCxe3zvOy0qsv6rfboypjjhdbLmveXovDfrKD9h/nGUlEZcY3iw2JcVUqG0ZnUvrTUgYnSjrPQuZCBvefUpaHLuunXj6Hd2aCCgJzS347Q+LLStN6FpN2g3M+tw/q287ah3eSlmN6t0/2p1Kyq/dah6oqkz96g+dDP/cw=,c3x7ew==,c2tupdjRpubpxs3Bst2pu+f1vfjZxf7Rs+DEx9XPt9XHtKjXtqzrqezvq4XCosLQxfHZqezYoZabhvHjhP/sw8fXQ3YOWIT79IfQk6L57JXc14XJxo6wl9GJud6IjNGludaA0sXvhdWGutzOgtuZpISE8MidoIKgqIWmsdXs9NXO/qvu7qjkxKy6wKTt9cTo9azVzk4TYGWw1c7H9fK18vO1m861vsqo+ferp+6jxfHH1cqk9tehlLuG2NqFycTH3dGhypedx/OG4+3I1OiA/caG4fBpXAMS06Gs3YaU0pq614HMxe+F1Z273OG91Le9hqD7yIGFgYuWhLeY3Nju1+Prq+3SqNHfrq3RpezsxdziqcnFAUQ5JCQhcmxvcAQkNSdNpM+IYXV1fKuo5HRhYBiq9/ivxcDKm9iF1OeX84mgxc+iteGE6+aA6K9OUEtQtsrYlMz8aFZCUEJeEnoaFWFSTRNAhqi03aqOhqysyKXR0fah3bje0I/006uDi968peTgpubXperGxtzusdGst/DPsfTuxdHLs/3Qw8HSWnNvcsbI7cXY/AQtOUEmIXgYDm8aLT07KMau1ITQ9prWmq/h1KGQ7IfA+IT8sqP145bb84T+2I2AlNCUpt2ostGMgdeC28LdqAEBGAyCuLE=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
136,pM3fpMb9pM7jxdjps/+uttPysfTExsfFZHVgFaTp5BAScm4kJFO2wtOs3q2xzNWxrc6p1s2h+aLF2teK2eadm+Kwxf/F1cSN//SNvcmC//S0wuCVyOPIlpLUnZzRtrbTvaLd3aOGlIvQkq2FgJnIlMfSxIzcjvndoMrQmKeM3LOq+t+k0smk9uzE/MGx75+7wMKz6fjFyf+w2PfP/dy32cq3qPG3mtao+cmrjuKg2c7G2Oup9cGjpamK/MyG6P3J48WsyqWX3umI9OnF+tyNz8uD/fuH0K3Xm4fUgp/fkKXQvbyFrePaj6HJjMvepIjc3buCprHf+JbexLDSr8yGiO+g1f6v18W154yg+dSkjuWt9cKp+KCr2f6gwYql6Pqg3tzF+dHP7NM=,pPL/ptT+,c2tuqsjXqe3MxsrTsdGtttrDsOHixu7ksczryPX4ttjku7TAto7Kqfj/qL7OoeDqEn98eaz38XtzQy8LFgGfrtWw2cnF8e+A4+KHkciA3Ma33sSX79PIn5PZoa3VkYTSr7fcwoqEn5YyHxpB3q233dmKgZSO0Oum0f2T3rHHhojooMfOrcDAt/KWoPrxpKzoreLzpdObq9XbosikpPT3oOz0xPnPycfkqNDKyOvUvsipqurrrfbFy47ciebslNycqOnFoY7ihtjjhuCdDgoNHiBFKR0TA0RcRhFlVFtAUUdGWk0fJ1IcEN6zroWAjcqVx9H0pdyL6NOKzNKIkoLjn6XfyqXf6KTuxMbPyL3cgrrs37DCwSp6a3ag/Zmn/8Sj3vfGyO3F6fqm6ODI+uG9x4qq4Pqu4uPLsOuH88CWwpagz82it92H2eGF46St+MeZ9/WE/OaOurPdj4nei6nSqbzXgebIz4TUgIDdxajWo7xrAUoN3qnA0r7c3oiqgcyGpM7HqtXvqPTNxdjpsPmNttPystbAyejTs+vkxfvHudjjt7/PtpjS,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
137,oMXSpefZptvyxfzAtsG9vPTHFyUwQyEsOKruqabK1KH65cbh78XM5KTHyMXb97zsqqbo2q/i5MmK4obO1URJDHdleaOe9ofg7YTyqaHs6JTr5YXKyY+TvN2zkd6IktKtptWuw8LdvtizlNL/pNaolYS73MKEviR1Zy7Zi7qD+LSqx++k7eWnzsvJ79mw+pe38MGz0MTE88uy/uXE+Nu50vW1usW2l/6l49SouPug/M7F/9+r98Cgq6OM3eaFyt3E+tis9K+e99WB3+HC+Po=,cGt+cq/zz7fOow==,c2tupefZptvyxfzAsd2ItsbJsMP2xPbPv+PExu3xt+/AtYD1ZRB8fHF5qZ7aoN3XxtfhqdXmdx4SUoTX1UGfvM9keqK33YHl7GlaA2SA7P233eGW28LKjLvZspvWjJDTraDf8YiHqp8KHQZQ3YqZCoeo7BwK0PKR2N6637jdhK7eoMvvrcL5vfeoBQAEDc/vwajPyKyi76Lz7bS8wbn73aXpl6XrmmF+cGd/F7P71rGlzKHwxajZrsTe74raxZ2Y/WR4fQ5JVILQ7Y2ox4bl8llWT1KG34Pbl6zUgogWBQcEHQhRz+mgAQkUGlAODh8XUQVEyoa4gLG0gba1,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
138,p/XBpPLvpevtxcnbsPmbca/f6aTmpanf0qPFpanx3KPd/sbd/wK38e+g75az39yxpfyq9seoyYTFy+CJ+/aRh8G869XEwM8VDxEcDXaC//S18uSawuTIroXWsoPUrpvQppnQ4aGOjq8=,p+TQpvjxpejRxfba,c2tupdfop9v1xfTOs/uCt/HpsMHexPb+dKLCnKny1aLb1sbW1sjxwKfV4sbI6Xqzusuq9PKn5JsqUU9OhPfPx/r7oOWWkMXjh8H5XSUXEVBhb1JcQ4+MnN2flNKdk9ySs9qb98r7ttavqNzAtNS2l4au4MikhoGMjYeXqdbU3tT436vx0w==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
139,pM3kq8/+c2J5FGlzYamVyK3i9qP4rKjY863Viqbr5KDE2cbi/cbO26Tt6cX547foqBgvJyxuA0FSBhIaQScXSTEwOzdJDBuK0uqMldCC/t627OyU9uDIuK7VirR8dHXSpbDQ/rKGqLTfo4SEhYrKqeLR9bXcjsjbi+7TjoeM9Jqk2c6q49WmyM/H1MKx0Li13cewxt/E9Muz1vjG1f+31cK7uN68nM8=,pc/3p/Pbptr+xefqvdm/,c2tupdfop9v1xtnkvMaKtPP7sMnPxu3rsNvFxeX3tejntbrFtK7gqfzwAGIVosjXxd7WqdnDoKO1aVNAQZfWmaH63ayf4Ybf9YT4rqH0/ZXPzVNCUVwAAADZhaHXm5fSr7fc35mJpJoyHhpB3YqZ0feegrG4386s0Piy0KPnh6Haofb5r/fntfSQhvay3o+11tiz2uvP8s0cKjpOYRM/KS07TjK8nNmj/cWotdyg0s/E9cCrw/ehlbaE6duE0dLJ38o=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
140,p9nmq/36ptDyxPzsstentPXestbAw87PsNPFx+HkuM7MtYn4sKDbqfHGpo/goeD5z/PCqPH1rYmyi/HJhvD3xsnZr8qHn/jhi9/qysXOh/DPjPzgi+af16mB1YWx0bWe17Okj4v31JyZy7vx3byn3/aCg7e80c6U3+i00abUjYzOofbNrfHDtcqLpsHIqLn7oN/oqfujqcfYp9K9qPbGo+3zxs7Dxd/Gp974x87Bv/+Ap8TOr9v1wZzvhNnPl/mcoc3moYTih9X/jNSy,c3Z/,c2tuptTlqef8x8b4sPmNtd7IsvHVx9TBtcXYxtfHt+X1uqvMtInpr8HCqpj5quTYydLcpMf8oLKQht7thvPSyeHDr+iBnu31i+ziyNjNgtz/VFhLhMON3Ym52JWX0Z+V3bm7gLXO0LCkyKjR35qZ3di/gZet1OWp2N660q/MhZvircTBrtHqt/uerefCp4zyrsDFqcuqqv/QrM+yqd7ioN3ixf7Qx9HnrvXHz+jJsc2Ip97xrPHGyaLtiMj3lNWBodrZoa/yh/nGhMSBcl2C2/OK3fqEw43av7PVqr/Rk4Xaj7CJke3WiJzKn8HciqbQ9oCDtoDT0poGUQfQmMSNjMp0d3ple3lvehN1rujI,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
141,pv3OqsvlYWN5AKD506SNxK/V0aXRn6nq0aDir6n/5Kr93sba7cje+6T32cjrwr7Qr6rq66zG7Mm654jF+ZTJlKLs+qK2/4fIyIbNu6fl55js/Ijxy4G4jdKet9+CudyagdSj4sncrti4qNHZgNuPkoeb8MmFqoGMt4aLuhNVWxCm/dik8uep2frF3/y80Le22MKw/MvI4fGz6+TP/dy0/eW2mvu0utSpxvOptMujz/HG09Gr0vagmY5DVFpQQ0sAovHgp6D6itr3h9WgoNj5mNPgh+rMgJ2z2o2v,pvjXpsXD,c2tucnGp+cSsmu6p3/DFyPWnxNuhsMOg5sq6j/W1/vOnyo+nzIW1/NWv2I+W8r/fpKnV+K/Y6sGc74Tp25Xtv6Pvx3UYSVCA19day9jtUpbEwGtATUjJj6zUvbTVjbvQjYvRxIaHnaTckKiDuK/JgczR/5DfrOHTvObQrIeC9J+gxdOs9MGl6d3Fw/uz1b+38sFkdXIQq/zicbS8yWO20uS9nM20u+ip9ud7FGV0arGE5kR/Z250HMTb5ovM5Z66w7zc+8fX5YDe7ICC8IP937Dl65TX08qvtdKwsd2KuAQMCgGDlNXUq4bFutbdjbrR3rOCqbfTwZPS6p/Rk9iErtWjx82v9/K3xoGg/M+nttSt4vOp4bY=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
